customer_id,age,income,credit_score,employment_status,region,signup_date
CUST100198,33,30638.04,655,Full-time,Midwest,2025-08-15
CUST100199,32,36357.87,592,Self-employed,West,2026-04-26
CUST100200,37,44961.22,574,Full-time,West,2025-12-17
CUST100201,48,32362.33,737,Full-time,West,2024-06-07
CUST100202,34,26342.0,618,Student,West,2026-04-24
CUST100203,40,23513.04,478,Full-time,Southwest,2025-02-11
CUST100204,18,19090.96,792,Part-time,West,2025-05-21
CUST100205,33,36108.09,599,Full-time,West,2026-02-05
CUST100206,25,20715.77,641,Full-time,Northeast,2024-07-15
CUST100207,21,25585.05,783,Full-time,Southwest,2025-09-05
CUST100208,25,33615.55,649,Part-time,Southeast,2025-01-15
CUST100209,30,22000.87,647,Full-time,Midwest,2026-05-21
CUST100210,43,47614.3,567,Self-employed,Northeast,2024-04-25
CUST100211,20,55999.63,537,Part-time,Southwest,2026-07-25
CUST100212,34,31343.36,647,Full-time,West,2025-11-16
CUST100213,29,32969.48,687,Full-time,Midwest,2024-06-08
CUST100214,30,51115.52,682,Full-time,Southwest,2025-02-05
CUST100215,44,29106.08,623,Self-employed,Southeast,2025-01-03
CUST100216,39,28219.53,661,Full-time,Southwest,2025-11-13
CUST100217,47,68763.22,522,Full-time,Northeast,2024-10-04
CUST100218,32,59747.61,694,Full-time,West,2024-05-25
CUST100219,27,52611.89,672,Full-time,Southeast,2025-02-18
CUST100220,31,60872.7,808,Part-time,Midwest,2026-02-05
CUST100221,36,16485.3,660,Full-time,West,2024-06-16
CUST100222,35,73808.26,589,Full-time,Northeast,2026-08-10
CUST100223,23,47878.79,656,Full-time,West,2024-06-25
CUST100224,34,63250.08,635,Part-time,Southwest,2026-08-05
CUST100225,36,47773.33,692,Part-time,West,2026-06-24
CUST100226,59,41028.25,662,Full-time,Midwest,2026-07-08
CUST100227,52,35458.24,565,Full-time,Southeast,2026-03-02
CUST100228,25,47344.93,537,Part-time,Midwest,2024-11-19
CUST100229,31,34881.55,679,Full-time,Midwest,2025-09-03
CUST100230,19,59310.65,763,Part-time,West,2026-06-06
CUST100231,28,19655.15,665,Full-time,Midwest,2025-10-21
CUST100232,37,31454.3,720,Full-time,Midwest,2024-03-29
CUST100233,46,100727.13,735,Full-time,Northeast,2025-05-13
CUST100234,26,30280.64,680,Full-time,Southeast,2024-11-17
CUST100235,27,36047.48,598,Part-time,Midwest,2025-12-25
CUST100236,18,26979.66,674,Full-time,Southeast,2025-05-17
CUST100237,32,46682.78,750,Full-time,Southeast,2024-09-19
CUST100238,23,28815.85,699,Full-time,Northeast,2025-01-04
CUST100239,28,36918.76,716,Full-time,West,2026-08-07
CUST100240,25,58805.46,625,Part-time,West,2025-03-03
CUST100241,33,29306.26,644,Self-employed,Southeast,2024-09-24
CUST100242,18,57232.37,651,Student,Northeast,2026-04-18
CUST100243,19,58104.78,656,Full-time,West,2025-09-05
CUST100244,55,64519.98,747,Full-time,West,2025-01-29
CUST100245,21,42755.09,483,Full-time,West,2026-08-09
CUST100246,23,172571.44,662,Unemployed,Midwest,2024-12-03
CUST100247,52,64507.72,654,Full-time,Southwest,2024-08-07
CUST100248,63,46452.94,557,Full-time,Southwest,2025-05-13
CUST100249,22,27060.6,710,Self-employed,Southeast,2025-07-21
CUST100250,30,38419.61,605,Full-time,Midwest,2026-05-26
CUST100251,37,76255.68,633,Full-time,Southeast,2024-11-21
CUST100252,51,86620.4,798,Full-time,Southwest,2024-05-15
CUST100253,24,78061.18,735,Part-time,West,2024-07-10
CUST100254,31,57144.39,703,Self-employed,Northeast,2025-04-22
CUST100255,41,22809.97,688,Full-time,Northeast,2026-07-15
CUST100256,38,49972.23,647,Part-time,Southeast,2025-12-08
CUST100257,30,22956.79,809,Full-time,Northeast,2025-12-28
CUST100258,32,20550.45,720,Full-time,Northeast,2026-08-07
CUST100259,20,44695.2,603,Unemployed,West,2026-05-02
CUST100260,31,50789.24,554,Self-employed,Midwest,2025-03-31
CUST100261,31,60265.78,702,Student,Southwest,2026-05-20
CUST100262,36,50197.04,655,Self-employed,Midwest,2026-07-11
CUST100263,28,50981.28,552,Full-time,Southwest,2024-05-13
CUST100264,38,25768.45,692,Full-time,Southwest,2025-03-05
CUST100265,44,38282.97,639,Full-time,Northeast,2024-09-12
CUST100266,35,20369.57,699,Full-time,Northeast,2026-01-09
CUST100267,37,16292.89,693,Full-time,Midwest,2025-09-30
CUST100268,34,56010.21,614,Full-time,Southeast,2025-02-28
CUST100269,34,28598.06,707,Full-time,West,2024-12-24
CUST100270,26,59434.15,622,Self-employed,Southeast,2025-09-27
CUST100271,37,66088.92,627,Full-time,Southeast,2024-06-05
CUST100272,33,30372.94,620,Full-time,Midwest,2024-12-10
CUST100273,54,52346.48,744,Self-employed,Northeast,2026-02-02
CUST100274,49,29806.43,638,Part-time,West,2026-05-20
CUST100275,37,17489.47,762,Full-time,Northeast,2026-08-01
CUST100276,26,42424.84,793,Part-time,West,2024-08-09
CUST100277,22,32471.13,604,Self-employed,Southwest,2024-08-27
CUST100278,45,32924.09,440,Unemployed,West,2025-06-23
CUST100279,36,97626.51,738,Full-time,Southeast,2024-11-23
CUST100280,38,20198.51,634,Full-time,West,2024-07-06
CUST100281,18,47681.18,595,Part-time,West,2026-03-27
CUST100282,43,25650.97,615,Full-time,Midwest,2024-04-12
CUST100283,38,60398.38,628,Self-employed,Southeast,2025-06-14
CUST100284,22,45903.38,757,Part-time,Northeast,2025-07-28
CUST100285,29,47605.57,671,Self-employed,Northeast,2026-03-27
CUST100286,36,26233.69,756,Student,Midwest,2025-01-05
CUST100287,34,28438.11,697,Part-time,West,2025-03-07
CUST100288,31,60916.71,636,Unemployed,Midwest,2026-07-18
CUST100289,32,89041.6,630,Part-time,West,2025-01-27
CUST100290,31,49818.34,702,Full-time,Southwest,2026-04-12
CUST100291,35,26800.09,721,Self-employed,Southwest,2025-12-16
CUST100292,48,46747.79,734,Part-time,Southwest,2025-02-27
CUST100293,18,119654.35,640,Student,West,2024-10-03
CUST100294,31,42027.95,673,Full-time,West,2026-04-19
CUST100295,35,77484.13,703,Full-time,Northeast,2025-06-27
CUST100296,36,28763.19,631,Self-employed,Midwest,2025-12-08
CUST100297,30,39381.89,574,Full-time,Midwest,2024-12-07
CUST100298,18,53040.14,599,Part-time,West,2024-08-23
CUST100299,37,47992.39,641,Full-time,Southeast,2025-02-03
CUST100300,51,28427.86,709,Full-time,West,2024-09-21
CUST100301,18,27881.46,754,Full-time,Midwest,2025-07-17
CUST100302,42,62612.99,558,Self-employed,West,2025-03-11
CUST100303,30,68610.29,615,Full-time,Southwest,2025-12-02
CUST100304,33,79258.08,633,Self-employed,Southeast,2024-04-06
CUST100305,23,90379.14,719,Self-employed,West,2026-02-17
CUST100306,30,42641.31,620,Part-time,Northeast,2024-06-03
CUST100307,47,34890.17,627,Full-time,Northeast,2024-11-03
CUST100308,39,73713.85,554,Full-time,Midwest,2024-04-07
CUST100309,51,55319.52,696,Self-employed,Southeast,2025-02-01
CUST100310,45,25793.95,647,Full-time,Northeast,2025-10-11
CUST100311,38,25206.67,610,Full-time,West,2025-12-12
CUST100312,51,50079.58,640,Student,Northeast,2026-03-10
CUST100313,38,37057.51,744,Full-time,Midwest,2024-04-24
CUST100314,42,39660.32,584,Full-time,Southeast,2026-05-13
CUST100315,31,65032.34,596,Student,Southeast,2024-09-08
CUST100316,34,56475.76,753,Full-time,Southeast,2024-12-14
CUST100317,27,73016.66,665,Full-time,Southeast,2026-04-25
CUST100318,43,16828.16,710,Full-time,Southwest,2024-06-08
CUST100319,22,44982.51,690,Self-employed,Southeast,2026-03-25
CUST100320,41,54863.84,657,Unemployed,Southwest,2026-03-27
CUST100321,32,20191.89,633,Self-employed,Midwest,2025-04-27
CUST100322,45,29890.53,722,Student,Southwest,2026-05-16
CUST100323,41,27495.61,747,Full-time,Midwest,2026-05-16
CUST100324,52,40528.64,741,Part-time,Southeast,2025-02-16
CUST100325,41,83494.35,571,Full-time,Midwest,2024-04-27
CUST100326,18,99724.36,757,Unemployed,Southwest,2026-06-28
CUST100327,33,27821.67,633,Student,Midwest,2025-02-04
CUST100328,22,50866.04,603,Full-time,West,2025-03-08
CUST100329,28,51609.4,647,Self-employed,Midwest,2026-06-17
CUST100330,49,47783.31,722,Part-time,Southeast,2026-04-05
CUST100331,40,48028.07,700,Full-time,Northeast,2025-07-24
CUST100332,27,46013.22,640,Part-time,Southeast,2024-12-18
CUST100333,23,85768.45,722,Student,Northeast,2026-02-01
CUST100334,34,65914.25,670,Full-time,Northeast,2025-08-01
CUST100335,21,24907.66,617,Full-time,Southeast,2025-06-13
CUST100336,27,57415.78,606,Student,Southeast,2024-12-02
CUST100337,37,59968.1,690,Full-time,West,2026-01-11
CUST100338,45,46246.23,653,Full-time,Southwest,2024-12-22
CUST100339,40,66778.8,556,Self-employed,Southwest,2024-08-20
CUST100340,18,43679.46,723,Part-time,Midwest,2025-03-25
CUST100341,37,43923.75,623,Full-time,Northeast,2024-11-24
CUST100342,34,42385.36,779,Full-time,West,2026-03-21
CUST100343,38,16184.19,554,Self-employed,Midwest,2024-06-16
CUST100344,50,38708.74,646,Full-time,Midwest,2025-11-24
CUST100345,18,29711.43,607,Part-time,Southwest,2026-02-22
CUST100346,28,23531.57,586,Unemployed,Northeast,2025-04-23
CUST100347,39,76520.06,623,Full-time,Midwest,2025-09-12
CUST100348,18,50357.02,792,Unemployed,Southwest,2025-07-08
CUST100349,48,39599.67,670,Self-employed,Southwest,2024-09-12
CUST100350,37,31127.24,600,Student,Midwest,2025-05-04
CUST100351,42,45856.69,522,Full-time,West,2025-09-22
CUST100352,28,62701.85,530,Full-time,West,2024-09-16
CUST100353,42,27663.4,619,Part-time,Northeast,2025-09-18
CUST100354,44,40047.73,612,Student,Northeast,2024-05-02
CUST100355,36,59315.74,643,Student,Midwest,2024-04-08
CUST100356,36,16794.38,489,Full-time,West,2025-07-01
CUST100357,36,39108.44,653,Full-time,Midwest,2024-10-12
CUST100358,25,33084.46,737,Full-time,Southeast,2024-12-05
CUST100359,32,37789.12,781,Part-time,Midwest,2024-07-26
CUST100360,32,32024.84,517,Self-employed,West,2025-07-08
CUST100361,37,42699.01,599,Self-employed,Northeast,2025-08-24
CUST100362,43,95380.77,595,Full-time,Midwest,2025-12-16
CUST100363,23,34690.98,670,Student,Southwest,2025-03-22
CUST100364,32,45764.77,568,Full-time,Southeast,2025-02-24
CUST100365,48,98482.67,786,Full-time,Northeast,2025-07-18
CUST100366,26,31335.06,663,Part-time,Southwest,2025-11-16
CUST100367,25,90817.19,650,Full-time,Southwest,2025-07-18
CUST100368,36,40231.09,779,Self-employed,Southwest,2025-06-03
CUST100369,42,89487.42,658,Part-time,Southwest,2026-04-24
CUST100370,34,56251.64,690,Full-time,Southwest,2025-01-16
CUST100371,47,46082.97,603,Full-time,Southeast,2024-08-11
CUST100372,42,38966.84,557,Full-time,Northeast,2025-11-06
CUST100373,42,30308.44,614,Part-time,West,2025-09-08
CUST100374,39,41527.29,824,Full-time,Southeast,2026-05-25
CUST100375,57,60102.86,707,Full-time,West,2025-03-25
CUST100376,31,39898.73,680,Full-time,Midwest,2025-08-06
CUST100377,18,34805.12,586,Self-employed,Midwest,2024-07-29
CUST100378,50,35851.76,728,Full-time,Northeast,2024-06-15
CUST100379,29,62731.22,558,Full-time,West,2024-10-10
CUST100380,35,69655.9,542,Full-time,Midwest,2026-02-12
CUST100381,47,29726.15,618,Full-time,West,2026-02-22
CUST100382,18,29706.93,806,Full-time,Southwest,2025-06-17
CUST100383,21,47605.88,802,Full-time,Northeast,2025-02-21
CUST100384,18,79808.83,626,Self-employed,West,2026-07-17
CUST100385,26,67217.95,609,Full-time,Midwest,2025-06-08
CUST100386,38,22849.09,536,Full-time,Northeast,2026-05-30
CUST100387,39,35637.93,665,Student,Midwest,2025-12-30
CUST100388,36,26402.88,672,Full-time,Southwest,2025-10-05
CUST100389,19,35582.86,719,Full-time,Southwest,2026-07-09
CUST100390,18,82618.14,728,Full-time,Southeast,2025-12-28
CUST100391,34,21159.19,645,Full-time,West,2025-02-12
CUST100392,29,19370.58,701,Full-time,Southeast,2024-03-28
CUST100393,38,27643.63,607,Unemployed,Midwest,2024-10-04
CUST100394,41,45674.24,700,Full-time,West,2025-11-20
CUST100395,35,53068.55,621,Self-employed,Northeast,2024-05-16
CUST100396,41,48866.72,694,Student,Midwest,2025-07-27
CUST100397,36,68122.2,688,Full-time,Midwest,2025-10-09
CUST100398,39,18153.37,665,Part-time,Southwest,2024-08-06
CUST100399,26,68511.13,719,Full-time,Southwest,2025-08-31
CUST100400,32,34876.1,542,Full-time,Southwest,2024-11-09
CUST100401,35,55780.1,580,Self-employed,Southeast,2026-03-25
CUST100402,42,22124.89,639,Full-time,Midwest,2025-10-28
CUST100403,30,40224.46,551,Student,Northeast,2024-04-09
CUST100404,39,44637.15,629,Part-time,West,2026-01-13
CUST100405,31,67513.84,631,Full-time,Southeast,2024-08-04
CUST100406,32,19665.78,758,Full-time,Midwest,2025-07-04
CUST100407,42,40694.11,670,Part-time,Southwest,2024-05-02
CUST100408,18,24628.12,737,Full-time,Southwest,2025-08-17
CUST100409,21,50386.23,682,Full-time,Northeast,2025-06-09
CUST100410,19,56939.66,619,Full-time,Southwest,2025-09-04
CUST100411,18,71626.95,670,Full-time,Southeast,2026-02-12
CUST100412,27,31547.09,714,Student,Midwest,2024-08-09
CUST100413,41,60916.05,749,Full-time,Northeast,2025-04-02
CUST100414,31,74043.33,650,Full-time,Southwest,2025-05-31
CUST100415,35,19159.21,536,Self-employed,Midwest,2025-09-24
CUST100416,44,52868.09,531,Self-employed,Northeast,2024-10-11
CUST100417,47,61779.7,635,Unemployed,Northeast,2025-10-15
CUST100418,33,35723.83,484,Student,Southwest,2026-01-19
CUST100419,47,23275.39,794,Full-time,Northeast,2026-06-03
CUST100420,34,61348.75,704,Full-time,Midwest,2024-07-15
CUST100421,25,23393.68,612,Part-time,Southwest,2026-06-11
CUST100422,28,37039.56,576,Full-time,West,2024-08-08
CUST100423,19,39416.67,737,Self-employed,Northeast,2025-09-18
CUST100424,25,55381.01,576,Full-time,Southeast,2026-08-11
CUST100425,30,30273.13,583,Unemployed,Northeast,2024-05-30
CUST100426,42,29493.86,602,Self-employed,West,2024-11-07
CUST100427,51,41961.67,668,Part-time,Midwest,2024-11-22
CUST100428,20,63125.22,706,Full-time,West,2025-04-24
CUST100429,37,112347.55,749,Student,Northeast,2024-10-21
CUST100430,23,20366.23,738,Self-employed,Southwest,2026-04-20
CUST100431,38,46254.03,660,Self-employed,Northeast,2026-01-22
CUST100432,32,24613.72,736,Self-employed,Northeast,2025-04-27
CUST100433,18,63479.04,609,Full-time,Midwest,2024-11-12
CUST100434,43,26308.7,523,Full-time,Southeast,2025-03-20
CUST100435,27,29626.02,609,Full-time,Southeast,2025-08-25
CUST100436,28,30786.39,599,Part-time,Northeast,2025-01-06
CUST100437,23,38781.96,612,Part-time,Midwest,2026-06-23
CUST100438,27,46417.83,588,Full-time,Southeast,2025-05-28
CUST100439,38,49894.48,625,Student,West,2025-09-04
CUST100440,32,40030.81,706,Full-time,Southwest,2025-06-06
CUST100441,37,22060.61,788,Self-employed,Midwest,2026-04-21
CUST100442,37,55687.1,530,Full-time,Southwest,2024-06-19
CUST100443,47,39189.68,563,Full-time,Midwest,2024-08-01
